,listing_id,available,price,adjusted_price,minimum_nights,maximum_nights,name,latitude,longitude,property_type,room_type,accomodates,bathrooms_text,bedrooms,beds,amenities,host_id,host_name,host_since,host_location,total_reviews,days_since_review,no_of_amenities,Elements,no_of_bath,bath_type,word_in_row,bath_type1,host_for,host_country
229,12646547,1.0,81.0,79.33333333333333,30.0,1125.0,Trendy flat @ Antwerp Old Town + fast WiFi,51.21959,4.40102,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Nespresso machine"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Cleaning products"", ""Bathtub"", ""Portable fans"", ""Extra pillows and blankets"", ""First aid kit"", ""Paid parking on premises"", ""Baby bath"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""High chair"", ""Fire extinguisher"", ""Bluetooth sound system"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",53.0,1109.5094339622642,678,678,1,Private,False,False,2432,Belgium
230,12959452,1.0,69.0,68.33333333333333,30.0,1125.0,Chic flat @ Antwerp Old Town Best Location +WiFi,51.21917,4.401,Entire rental unit,Entire home/apt,5,1 bath,2.0,3.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""Lockbox"", ""Toaster"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Clothing storage"", ""Laundromat nearby"", ""Bed linens"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Room-darkening shades"", ""Portable fans"", ""Extra pillows and blankets"", ""First aid kit"", ""Wine glasses"", ""Baby bath"", ""Drying rack for clothing"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Dishwasher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",187.0,1462.5508021390374,785,785,1,Private,False,False,2432,Belgium
231,14855524,1.0,233.0,228.33333333333331,30.0,1125.0,Grand loft @ Antwerp hotspot 2400sq.f + pool table,51.21796,4.41376,Entire loft,Entire home/apt,5,1.5 baths,2.0,2.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Single level home"", ""Oven"", ""Clothing storage: wardrobe"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""Pool table"", ""Children\u2019s books and toys"", ""Toaster"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Free dryer \u2013 In unit"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Crib"", ""Portable fans"", ""First aid kit"", ""Wine glasses"", ""Paid parking on premises"", ""Baby bath"", ""Drying rack for clothing"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Safe"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",181.0,1387.950276243094,1013,1013,1.5,Shared,True,True,2432,Belgium
232,28363835,1.0,166.0,162.66666666666666,30.0,1125.0,2 BDR KING BED DUPLEX UNIQUE VIEWS + FREE PARKING!,51.21979,4.40179,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,4.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Children\u2019s dinnerware"", ""Outdoor furniture"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""Toaster"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Clothing storage: dresser"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Outdoor dining area"", ""Cleaning products"", ""Dining table"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Crib"", ""Portable fans"", ""First aid kit"", ""Wine glasses"", ""Paid parking on premises"", ""Baby bath"", ""Drying rack for clothing"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Dishwasher"", ""Ethernet connection"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",118.0,899.3389830508474,1011,1011,1.5,Shared,True,True,2432,Belgium
233,28364295,1.0,85.66666666666667,84.0,30.0,1125.0,Stunning 2 BDR flat @ Antwerp hotspot! Free Wifi!,51.21869,4.40869,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Single level home"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""Toaster"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Dining table"", ""Bathtub"", ""Portable fans"", ""Extra pillows and blankets"", ""First aid kit"", ""Wine glasses"", ""Paid parking on premises"", ""Baby bath"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Dishwasher"", ""Ethernet connection"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",23.0,821.4782608695652,839,839,1.5,Shared,True,True,2432,Belgium
234,36862676,1.0,69.66666666666667,68.33333333333333,30.0,1125.0,Top flat  @ Antwerp Old Town,51.21994,4.39984,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Nespresso machine"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Bathtub"", ""Portable fans"", ""Extra pillows and blankets"", ""First aid kit"", ""Paid parking on premises"", ""Baby bath"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",41.0,819.0243902439024,695,695,1,Private,False,False,2432,Belgium
235,37000679,1.0,89.0,87.33333333333333,30.0,1125.0,Awesome 2 BDR flat @ Antwerp hotspot! Free Wifi!,51.2193,4.40845,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Single level home"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""Toaster"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Portable fans"", ""First aid kit"", ""Wine glasses"", ""Paid parking on premises"", ""Baby bath"", ""Drying rack for clothing"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Dishwasher"", ""Ethernet connection"", ""Coffee maker"", ""Patio or balcony"", ""Clothing storage: dresser and wardrobe"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",23.0,684.1304347826087,975,975,1.5,Shared,True,True,2432,Belgium
236,37055636,1.0,69.0,68.33333333333333,30.0,1125.0,Light flat @ Antwerp hotspot + Free WiFi!,51.21985,4.39995,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Nespresso machine"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""Clothing storage"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Bathtub"", ""Portable fans"", ""Extra pillows and blankets"", ""First aid kit"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",27.0,497.22222222222223,703,703,1,Private,False,False,2432,Belgium
237,38352422,1.0,79.0,75.33333333333333,30.0,1125.0,NEW 2BDR FLAT * BEST CHOICE * Antwerp City Centre,51.21889,4.40856,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Single level home"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Nespresso machine"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Clothing storage"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Dining table"", ""Portable fans"", ""First aid kit"", ""Extra pillows and blankets"", ""Wine glasses"", ""Paid parking on premises"", ""Baby bath"", ""Drying rack for clothing"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Dishwasher"", ""Ethernet connection"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",45.0,658.0666666666667,820,820,1.5,Shared,True,True,2432,Belgium
238,44367871,1.0,99.0,97.66666666666669,30.0,1125.0,Beautiful bright 2BDR apartment at best location,51.217461,4.402805,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,3.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""Induction stove"", ""Toaster"", ""Pack \u2019n play/Travel crib"", ""Clothing storage"", ""Washer \u2013\u00a0In unit"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Portable fans"", ""First aid kit"", ""Extra pillows and blankets"", ""Wine glasses"", ""Baby bath"", ""Drying rack for clothing"", ""Heating"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Dishwasher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",8.0,272.875,817,817,1.5,Shared,True,True,2432,Belgium
239,45284437,1.0,85.66666666666667,84.33333333333333,30.0,1125.0,Modern bright 2BDR apartment at best location,51.2175,4.40281,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Nespresso machine"", ""Induction stove"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Portable fans"", ""First aid kit"", ""Extra pillows and blankets"", ""Baby bath"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""High chair"", ""Fire extinguisher"", ""Dishwasher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",0.0,2739.1323529411766,714,714,1.5,Shared,True,True,2432,Belgium
240,52645856,1.0,89.66666666666667,88.33333333333333,30.0,1125.0,Cosy Flat @ Centrum Antwerpen + Wifi,51.21957,4.40038,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Nespresso machine"", ""Toaster"", ""Washer"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Hot water kettle"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""First aid kit"", ""Wine glasses"", ""Baby bath"", ""Drying rack for clothing"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""High chair"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",43247005,Rebecca,2015-09-03,"Antwerp, Flanders, Belgium",1.0,189.0,711,711,1,Private,False,False,2432,Belgium
241,11036503,1.0,106.66666666666669,106.66666666666669,1.0,1125.0,Antwerpen apartment 1,51.21815,4.41903,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Hot water"", ""Refrigerator"", ""Elevator"", ""Long term stays allowed"", ""Kitchen"", ""Dryer"", ""Smoke alarm"", ""Washer"", ""Patio or balcony"", ""First aid kit"", ""Stove"", ""Hangers"", ""Cable TV"", ""Dedicated workspace"", ""Wifi"", ""Microwave"", ""TV with standard cable"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",57272728,Lahkim,2016-02-03,"Antwerp, Flanders, Belgium",33.0,1623.0,302,302,1,Private,False,False,2279,Belgium
242,11054114,1.0,106.66666666666669,106.66666666666669,1.0,1125.0,antwerpen apartment 2,51.21905,4.41799,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Elevator"", ""Long term stays allowed"", ""Kitchen"", ""Dryer"", ""Washer"", ""Cable TV"", ""Dedicated workspace"", ""Wifi"", ""TV with standard cable"", ""Heating"", ""Essentials""]",57272728,Lahkim,2016-02-03,"Antwerp, Flanders, Belgium",20.0,1813.15,163,163,1,Private,False,False,2279,Belgium
243,11054989,1.0,106.66666666666669,106.66666666666669,1.0,1125.0,antwerpen apartment 3,51.21801,4.41766,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Elevator"", ""Long term stays allowed"", ""Wifi"", ""Kitchen"", ""Dryer"", ""Washer"", ""Hangers"", ""Cable TV"", ""Dedicated workspace"", ""Air conditioning"", ""TV with standard cable"", ""Heating"", ""Essentials""]",57272728,Lahkim,2016-02-03,"Antwerp, Flanders, Belgium",26.0,1751.6153846153843,194,194,1,Private,False,False,2279,Belgium
244,11055119,1.0,100.0,100.0,1.0,1125.0,antwerpen apartment 4,51.21769,4.4179,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,"[""Elevator"", ""Long term stays allowed"", ""Kitchen"", ""Dryer"", ""Washer"", ""Hangers"", ""Dedicated workspace"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",57272728,Lahkim,2016-02-03,"Antwerp, Flanders, Belgium",48.0,1591.8958333333333,142,142,1,Private,False,False,2279,Belgium
245,11052512,1.0,199.0,199.0,2.0,1125.0,2 bedroom Deluxe apartment,51.20783,4.42062,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Single level home"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Bathtub"", ""Extra pillows and blankets"", ""Baby bath"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""Dishwasher"", ""Dryer"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",30529416,Kelly,2015-04-03,"Antwerp, Flanders, Belgium",0.0,2739.1323529411766,571,571,2,Private,False,False,2585,Belgium
246,11052720,1.0,110.0,110.0,2.0,7.0,comfortabel en duurzaam kamperen,51.19312,4.40768,Tent,Entire home/apt,6,0 baths,4.0,16.0,"[""Essentials""]",57363821,Ann,2016-02-04,"Brasschaat, Flanders, Belgium",2.0,2097.0,14,14,0,Private,False,False,2278,Belgium
247,11111703,1.0,68.0,68.0,5.0,1125.0,Renovated Appartement,51.21333,4.43093,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Clothing storage: wardrobe"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Baking sheet"", ""Washer"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Bathtub"", ""First aid kit"", ""Extra pillows and blankets"", ""Wine glasses"", ""Drying rack for clothing"", ""Heating"", ""Fire extinguisher"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Cleaning products""]",57724118,Marc,2016-02-07,BE,19.0,1149.7894736842106,494,494,1.5,Shared,True,True,2275,BE
248,11205171,0.0,65.0,65.0,7.0,1125.0,NEW - lovely apartment - historic A,51.22287,4.40876,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,"[""Hot water"", ""Elevator"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Cable TV"", ""Dedicated workspace"", ""Wifi"", ""Cooking basics"", ""TV with standard cable"", ""Heating"", ""Essentials""]",13255065,Nathalie & Gerhard,2014-03-18,"Brasschaat, Flanders, Belgium",144.0,1597.9652777777778,190,190,1,Private,False,False,2966,Belgium
249,11234792,1.0,89.0,85.0,2.0,1125.0,Specious appt in the city center,51.22138,4.39954,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Oven"", ""Babysitter recommendations"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Washer"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Heating"", ""Paid parking off premises"", ""Cleaning before checkout"", ""Hot water"", ""Dishwasher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable""]",58570541,Raïssa,2016-02-13,"Antwerp, Flanders, Belgium",55.0,1439.8181818181818,592,592,1,Private,False,False,2269,Belgium
250,11288058,0.0,94.0,94.0,2.0,1125.0,DOMIEN (gehele woning of kamer),51.20843,4.39661,Private room in rental unit,Private room,4,1 bath,2.0,2.0,"[""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""Indoor fireplace"", ""Washer"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Free parking on premises"", ""Breakfast"", ""Heating"", ""Dryer"", ""Gym"", ""Hangers"", ""Cable TV"", ""Air conditioning"", ""TV with standard cable""]",57800268,D.,2016-02-07,"Antwerp, Flanders, Belgium",0.0,2739.1323529411766,352,352,1,Private,False,False,2275,Belgium
251,11320350,1.0,89.0,89.0,30.0,1124.0,Apartment in historic center - 2nd,51.22169,4.40872,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Hangers"", ""Cable TV"", ""Dedicated workspace"", ""Wifi"", ""TV with standard cable"", ""Heating"", ""Essentials""]",21926085,Vanessa,2014-09-29,"Antwerp, Flanders, Belgium",1.0,1962.0,204,204,1,Private,False,False,2771,Belgium
252,12693565,1.0,89.0,89.0,90.0,1124.0,Apartment in historic center,51.22177,4.40868,Entire rental unit,Entire home/apt,1,1 bath,1.0,1.0,"[""Hot water"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Dryer"", ""Shampoo"", ""Washer"", ""Hair dryer"", ""Smoke alarm"", ""Hangers"", ""Cable TV"", ""Dedicated workspace"", ""Wifi"", ""TV with standard cable"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",21926085,Vanessa,2014-09-29,"Antwerp, Flanders, Belgium",7.0,1596.142857142857,261,261,1,Private,False,False,2771,Belgium
253,12751138,0.0,89.0,89.0,3.0,60.0,Lovely studio in historic center,51.22175,4.4086,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Wifi"", ""Dishes and silverware"", ""Washer"", ""Luggage dropoff allowed"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Fire extinguisher"", ""Dryer"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""TV with standard cable""]",21926085,Vanessa,2014-09-29,"Antwerp, Flanders, Belgium",18.0,1842.5,354,354,1,Private,False,False,2771,Belgium
254,11361302,0.0,600.0,600.0,1.0,365.0,beschikbaar vanaf 01/04/2016,51.17908,4.35645,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Long term stays allowed"", ""Kitchen"", ""Free parking on premises"", ""Breakfast"", ""Air conditioning"", ""Heating"", ""Essentials""]",59517213,Gulpari,2016-02-19,"Antwerp, Flanders, Belgium",0.0,2739.1323529411766,124,124,1,Private,False,False,2263,Belgium
255,11594953,0.0,100.0,100.0,1.0,1125.0,Spacious apartment with terrace in Antwerp,51.20359,4.42284,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hot water"", ""Elevator"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Dryer"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Hangers"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",61343779,Paul,2016-03-03,"Antwerp, Flanders, Belgium",67.0,1383.8955223880596,227,227,1,Private,False,False,2250,Belgium
256,11649861,0.0,100.0,100.0,1.0,1125.0,LUXURY CENTRAL APARTMENT - Antwerp,51.21622,4.41184,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Elevator"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Essentials""]",48249191,Lieven,2015-11-05,"Antwerp, Flanders, Belgium",61.0,1675.672131147541,196,196,1,Private,False,False,2369,Belgium
257,11687167,0.0,26.666666666666668,26.666666666666668,14.0,1125.0,ROOMIE DE AUDIO PLANT,51.23874,4.44225,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,"[""Refrigerator"", ""Backyard"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Washer"", ""Free street parking"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Free parking on premises"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dryer"", ""Coffee maker"", ""Lock on bedroom door""]",34035873,Warre,2015-05-23,"Antwerp, Flanders, Belgium",38.0,1246.0,437,437,2,Shared,True,True,2535,Belgium
258,11702316,0.0,60.0,60.0,1.6666666666666667,1125.0,Entire floor of a house  with a sun terrace,51.2111,4.40071,Private room in residential home,Private room,3,1.5 baths,2.0,3.0,"[""Hot water"", ""Refrigerator"", ""Private patio or balcony"", ""Long term stays allowed"", ""Smoke alarm"", ""Hair dryer"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Hangers"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""Heating"", ""Essentials""]",7639316,David,2013-07-22,"Antwerp, Flanders, Belgium",49.0,698.0,231,231,1.5,Shared,True,True,3205,Belgium
259,11878238,0.0,66.66666666666667,66.66666666666667,5.0,10.0,Modern fully furnished flat,51.20821,4.45936,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Kitchen"", ""Dryer"", ""Shampoo"", ""Washer"", ""Hangers"", ""Cable TV"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""TV with standard cable"", ""Heating"", ""Essentials""]",11154046,Roos,2014-01-09,"Antwerp, Flanders, Belgium",28.0,1718.678571428571,154,154,1,Private,False,False,3034,Belgium
