,listing_id,available,price,adjusted_price,minimum_nights,maximum_nights,name,latitude,longitude,property_type,room_type,accomodates,bathrooms_text,bedrooms,beds,amenities,host_id,host_name,host_since,host_location,total_reviews,days_since_review,no_of_amenities,Elements,no_of_bath,bath_type,word_in_row,bath_type1,host_for,host_country
1079,40099953,0.0,120.0,120.0,4.333333333333333,1125.0,ANTWERP Quiet Business  apartement in city centre,51.20981,4.4131,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Extra pillows and blankets"", ""Free parking on premises"", ""TV"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Shower gel""]",261394719,Your,2019-05-12,"Zoersel, Flanders, Belgium",2.0,543.0,526,526,1,Private,False,False,1085,Belgium
1080,40602577,0.0,116.66666666666669,116.66666666666669,4.666666666666667,1125.0,Stylish shopping queen apartment in city centre,51.21092,4.41415,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Elevator"", ""Private entrance"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""First aid kit"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Hangers"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",261394719,Your,2019-05-12,"Zoersel, Flanders, Belgium",2.0,372.5,282,282,1,Private,False,False,1085,Belgium
1081,41440889,0.0,130.0,130.0,5.333333333333333,1125.0,ANTWERP Stylish apartment nearby central park,51.21023,4.41394,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,"[""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""Free street parking"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Patio or balcony"", ""Hangers"", ""Shower gel""]",261394719,Your,2019-05-12,"Zoersel, Flanders, Belgium",5.0,611.4,366,366,1,Private,False,False,1085,Belgium
1082,40101542,0.0,91.0,91.0,2.0,1125.0,exceptional gatehouse with parkplace in city,51.20777,4.40667,Entire townhouse,Entire home/apt,2,1 bath,1.0,1.0,"[""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Heating"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Hangers""]",309467495,Stéphanie,2019-11-14,BE,23.0,656.695652173913,348,348,1,Private,False,False,899,BE
1083,40129833,0.0,51.0,51.0,2.0,1125.0,Leuk omgeving valt veel te doen,51.20719,4.39231,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Refrigerator"", ""Backyard"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Oven"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Free street parking"", ""Microwave"", ""Essentials"", ""First aid kit"", ""TV"", ""Heating"", ""Hot water"", ""Dishwasher"", ""Coffee maker"", ""Lock on bedroom door""]",309694296,Thakoerdien,2019-11-15,BE,23.0,654.7826086956521,298,298,1,Shared,True,True,898,BE
1084,40219162,1.0,46.333333333333336,46.333333333333336,3.0,1125.0,"City Centre Studio:  enjoy art, fashion & dining",51.2133,4.40957,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""DAB-Radio sound system with Bluetooth and aux"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Nespresso machine"", ""Toaster"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""anti-allergeen body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Cleaning products"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""Portable fans"", ""Extra pillows and blankets"", ""First aid kit"", ""Wine glasses"", ""TV"", ""Drying rack for clothing"", ""Heating"", ""EV charger"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Hangers"", ""Shower gel""]",40455656,Alain,2015-08-04,"Herentals, Flanders, Belgium",7.0,468.7142857142857,727,727,1.5,Shared,True,True,2462,Belgium
1085,40229216,0.0,100.0,100.0,3.0,5.0,I invite you to my apartment is very nice,51.20159,4.39135,Private room in rental unit,Private room,2,1 bath,2.0,1.0,"[""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Hangers"", ""Lock on bedroom door"", ""Iron"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",250873785,Isabella,2019-03-24,"Dubai, Dubai, United Arab Emirates",0.0,2739.1323529411766,176,176,1,Private,False,False,1134,Emirates
1086,40271527,1.0,114.0,114.0,2.0,1125.0,"Perfect Location, location, location",51.2253,4.40599,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Clothing storage: dresser and walk-in closet"", ""Host greets you"", ""Stove"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Washer"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""Dining table"", ""First aid kit"", ""Extra pillows and blankets"", ""Wine glasses"", ""Paid parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Cleaning products""]",311077135,Cornelia,2019-11-21,"Walsoorden, Zeeland, Netherlands",9.0,538.1111111111111,575,575,1,Private,False,False,892,Netherlands
1087,40295291,0.0,95.0,95.0,2.0,1125.0,Friday Market,51.21861,4.39787,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Bed linens"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Bathtub"", ""Extra pillows and blankets"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Fire extinguisher"", ""Coffee maker"", ""Hangers"", ""Shower gel""]",292259483,Jacqueline,2019-09-05,"Antwerp, Flanders, Belgium",87.0,454.42528735632186,433,433,1,Private,False,False,969,Belgium
1088,40334325,0.0,56.0,56.0,3.0,5.0,Luxurious flat in central location,51.20989,4.42298,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,"[""Hot water"", ""Refrigerator"", ""Private entrance"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Coffee maker"", ""Free street parking"", ""Cooking basics"", ""Hangers"", ""Dedicated workspace"", ""Microwave"", ""Wifi"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",311556587,Xander,2019-11-23,BE,1.0,859.0,266,266,1,Private,False,False,890,BE
1089,40345757,0.0,149.0,149.0,2.0,1125.0,Africa Jacuzzi Loft in Antwerp! 100m2 of romance.,51.23167,4.41089,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Shower gel"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Keypad"", ""Private fenced garden or backyard"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Hot tub"", ""Washer"", ""Bed linens"", ""Body soap"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Outdoor dining area"", ""Bikes"", ""BBQ grill"", ""Paid parking lot off premises"", ""Room-darkening shades"", ""First aid kit"", ""Wine glasses"", ""Heating"", ""Private patio or balcony"", ""Private entrance"", ""HDTV with premium cable, Netflix"", ""Dryer"", ""Coffee maker"", ""Hangers"", ""Cleaning products""]",259373016,Static,2019-05-02,"Antwerp, Flanders, Belgium",0.0,2739.1323529411766,618,618,1,Private,False,False,1095,Belgium
1090,40365085,1.0,463.3333333333333,463.3333333333333,1.0,365.0,HOFMARKGRAAF: Unique apartment in historic mansion,51.22084,4.40699,Entire rental unit,Entire home/apt,14,2 baths,4.0,9.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Keypad"", ""Stove"", ""Carbon monoxide alarm"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Security cameras on property"", ""Washer"", ""Free street parking"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Waterfront"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Paid parking on premises"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Cable TV"", ""TV with standard cable"", ""Shower gel""]",85495091,Eliezer,2016-07-23,"Antwerp, Flanders, Belgium",21.0,438.57142857142856,617,617,2,Private,False,False,2108,Belgium
1091,40663725,1.0,130.0,130.0,1.0,365.0,HOFMARKGRAAF: UNIQUE HISTORIC GROUND FLOOR APPT.,51.22005,4.40492,Entire rental unit,Entire home/apt,4,1 bath,1.0,3.0,"[""Elevator"", ""Fire extinguisher"", ""Lockbox"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Iron"", ""Dedicated workspace"", ""Wifi"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Essentials"", ""Security cameras on property""]",85495091,Eliezer,2016-07-23,"Antwerp, Flanders, Belgium",23.0,324.17391304347825,338,338,1,Private,False,False,2108,Belgium
1092,40752802,1.0,460.6666666666667,460.6666666666667,1.0,1125.0,HOFMARKGRAAF: 18 PEOPLE - UNIQUE APPT. IN MANSION,51.21998,4.40702,Entire rental unit,Entire home/apt,16,3 baths,5.0,12.0,"[""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Dishes and silverware"", ""Security cameras on property"", ""Lockbox"", ""Washer"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""Free parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Hangers""]",85495091,Eliezer,2016-07-23,"Antwerp, Flanders, Belgium",14.0,337.92857142857144,341,341,3,Private,False,False,2108,Belgium
1093,40372249,0.0,65.0,65.0,2.0,1125.0,Spacious room & terrace with a view over Antwerp,51.21043,4.42876,Private room in rental unit,Private room,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Indoor fireplace"", ""Washer"", ""Luggage dropoff allowed"", ""Bed linens"", ""Iron"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Heating"", ""Hot water"", ""Dishwasher"", ""Dryer"", ""Ethernet connection"", ""Coffee maker"", ""Patio or balcony"", ""Hangers"", ""Lock on bedroom door"", ""Shower gel""]",28761498,Carol,2015-03-04,"Antwerp, Flanders, Belgium",4.0,807.5,433,433,1.5,Shared,True,True,2615,Belgium
1094,40376618,0.0,68.66666666666667,68.66666666666667,1.0,1125.0,Cosy Casa,51.2113,4.40602,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Coffee maker"", ""Stove"", ""Hangers"", ""Oven"", ""Dedicated workspace"", ""Wifi"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",312094948,Tim,2019-11-25,BE,21.0,673.6666666666666,241,241,1,Private,False,False,888,BE
1095,40390493,1.0,75.66666666666667,75.66666666666667,1.0,1125.0,Centrally located A-STAY Room - A-STAY Antwerp,51.21453,4.42059,Room in aparthotel,Private room,2,1 bath,1.0,2.0,"[""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Wifi"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Washer"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Paid parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""High chair"", ""Fire extinguisher"", ""Building staff"", ""Dryer"", ""Gym"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning""]",312210530,Michel,2019-11-26,"Antwerp, Flanders, Belgium",14.0,511.4285714285714,443,443,1,Private,False,False,887,Belgium
1096,40392465,1.0,75.66666666666667,75.66666666666667,1.0,1125.0,Centrally located A-STAY Room - A-STAY Antwerp,51.21453,4.42059,Room in aparthotel,Private room,2,1 private bath,1.0,2.0,"[""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Wifi"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Washer"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Paid parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""High chair"", ""Fire extinguisher"", ""Building staff"", ""Dryer"", ""Gym"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning""]",312210530,Michel,2019-11-26,"Antwerp, Flanders, Belgium",6.0,206.16666666666663,443,443,1,Private,False,False,887,Belgium
1097,40413795,1.0,75.66666666666667,75.66666666666667,1.0,1125.0,Centrally located A-STAY Room - A-STAY Antwerp,51.21453,4.42059,Room in aparthotel,Private room,2,1 private bath,1.0,2.0,"[""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Wifi"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Washer"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Paid parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""High chair"", ""Fire extinguisher"", ""Building staff"", ""Dryer"", ""Gym"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning""]",312210530,Michel,2019-11-26,"Antwerp, Flanders, Belgium",5.0,200.2,443,443,1,Private,False,False,887,Belgium
1098,40413837,1.0,72.33333333333333,72.33333333333333,1.0,1125.0,Centrally located A-STAY Room- A-STAY Antwerp,51.21453,4.42059,Room in aparthotel,Private room,2,1 private bath,1.0,2.0,"[""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Wifi"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Washer"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Paid parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""High chair"", ""Fire extinguisher"", ""Building staff"", ""Dryer"", ""Gym"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning""]",312210530,Michel,2019-11-26,"Antwerp, Flanders, Belgium",4.0,633.0,443,443,1,Private,False,False,887,Belgium
1099,40413840,1.0,75.66666666666667,75.66666666666667,1.0,1125.0,Centrally located A-STAY Room - A-STAY Antwerp,51.21453,4.42059,Room in aparthotel,Private room,2,1 private bath,1.0,2.0,"[""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Wifi"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Washer"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""TV"", ""Heating"", ""Hot water"", ""High chair"", ""Fire extinguisher"", ""Building staff"", ""Dryer"", ""Gym"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning""]",312210530,Michel,2019-11-26,"Antwerp, Flanders, Belgium",2.0,522.0,415,415,1,Private,False,False,887,Belgium
1100,40414879,1.0,75.66666666666667,75.66666666666667,1.0,1125.0,Centrally located A-STAY Room - A-STAY Antwerp,51.21453,4.42059,Room in aparthotel,Private room,2,1 private bath,1.0,2.0,"[""Elevator"", ""Backyard"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Wifi"", ""Cooking basics"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Washer"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""Paid parking on premises"", ""TV"", ""Heating"", ""Hot water"", ""High chair"", ""Fire extinguisher"", ""Building staff"", ""Dryer"", ""Gym"", ""Hangers"", ""Lock on bedroom door"", ""Air conditioning""]",312210530,Michel,2019-11-26,"Antwerp, Flanders, Belgium",13.0,517.6153846153846,455,455,1,Private,False,False,887,Belgium
1101,40396720,1.0,133.33333333333334,133.33333333333334,1.0,1125.0,Kloosterloft,51.21596,4.39491,Entire rental unit,Entire home/apt,2,1.5 baths,1.0,1.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Stove"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Dishes and silverware"", ""Baking sheet"", ""Bed linens"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""First aid kit"", ""TV"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Patio or balcony"", ""Hangers""]",278471162,Pascal,2019-07-23,BE,33.0,430.1818181818182,361,361,1.5,Shared,True,True,1013,BE
1102,40412786,0.0,75.0,75.0,2.0,1125.0,Studio Heaven: in the heart of Antwerp!,51.21696,4.41168,Entire rental unit,Entire home/apt,4,1 bath,1.0,4.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Oven"", ""Clothing storage: wardrobe"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Security cameras on property"", ""Free washer \u2013 In building"", ""Baking sheet"", ""Lockbox"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Body soap"", ""Iron"", ""Microwave"", ""Central heating"", ""Essentials"", ""Hot water kettle"", ""Cleaning products"", ""Dining table"", ""Bathtub"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Wine glasses"", ""Dedicated workspace: table"", ""Paid parking off premises"", ""Hot water"", ""Fire extinguisher"", ""Coffee maker"", ""Hangers"", ""Shower gel""]",312508751,Hanne,2019-11-27,"Antwerp, Flanders, Belgium",11.0,402.6363636363636,644,644,1,Private,False,False,886,Belgium
1103,40438979,1.0,114.0,114.0,1.3333333333333333,14.0,Antwerp For Two Bed & Breakfast,51.22506,4.40066,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,"[""Refrigerator"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Keypad"", ""Carbon monoxide alarm"", ""Private fenced garden or backyard"", ""Wifi"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Bed linens"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Heating"", ""Paid parking off premises"", ""Hot water"", ""Private entrance"", ""Coffee maker"", ""Hangers"", ""Cable TV"", ""Lock on bedroom door"", ""Shared patio or balcony"", ""Air conditioning"", ""TV with standard cable""]",14525678,Stefan,2014-04-21,"Antwerp, Flanders, Belgium",1.0,427.0,461,461,1,Private,False,False,2932,Belgium
1104,44400172,0.0,125.0,125.0,4.0,1125.0,"Antwerpen-Zuid, prachtig huis met tuin en garage",51.2118,4.39957,Entire townhouse,Entire home/apt,6,1.5 baths,3.0,3.0,"[""Refrigerator"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Outdoor furniture"", ""Keypad"", ""Piano"", ""Carbon monoxide alarm"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Pool table"", ""Washer"", ""Conditioner"", ""Barbecue utensils"", ""Bed linens"", ""Sound system"", ""Body soap"", ""Freezer"", ""Iron"", ""Dedicated workspace"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Outdoor dining area"", ""BBQ grill"", ""Dining table"", ""Bathtub"", ""Room-darkening shades"", ""Free parking on premises"", ""Breakfast"", ""TV"", ""Heating"", ""Hot water"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Dryer"", ""Coffee maker"", ""Fire pit"", ""Record player"", ""Shower gel""]",14525678,Stefan,2014-04-21,"Antwerp, Flanders, Belgium",3.0,198.66666666666663,672,672,1.5,Shared,True,True,2932,Belgium
1105,40441020,0.0,86.33333333333333,86.33333333333333,2.0,1125.0,Charming and cosy apartment in the old town,51.22414,4.40524,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,"[""Refrigerator"", ""Elevator"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Host greets you"", ""Stove"", ""Oven"", ""Babysitter recommendations"", ""Clothing storage: wardrobe"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Bed linens"", ""Freezer"", ""Free washer \u2013 In unit"", ""Iron"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Waterfront"", ""Dining table"", ""Extra pillows and blankets"", ""Crib"", ""Wine glasses"", ""TV"", ""Drying rack for clothing"", ""Heating"", ""Hot water"", ""Private patio or balcony"", ""Private entrance"", ""Fire extinguisher"", ""Dishwasher"", ""Coffee maker"", ""Hangers"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Shower gel""]",13023301,Chloë,2014-03-11,"Antwerp, Flanders, Belgium",84.0,445.8333333333333,724,724,1,Private,False,False,2973,Belgium
1106,40561103,0.0,54.0,54.0,1.0,1125.0,Central Perk Apartment - Antwerp,51.23086,4.42533,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Paid street parking off premises"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Mini fridge"", ""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Toaster"", ""Laundromat nearby"", ""Bed linens"", ""Body soap"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Wine glasses"", ""Heating"", ""Hot water"", ""Private patio or balcony"", ""Private entrance"", ""Fire extinguisher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Shower gel""]",314237238,Luc,2019-12-03,"Sint-Martens-Latem, Flanders, Belgium",16.0,495.4375,501,501,1,Private,False,False,880,Belgium
1107,40985461,0.0,59.333333333333336,59.333333333333336,1.0,1125.0,Central Perk Loft - Antwerp,51.23142,4.42589,Entire loft,Entire home/apt,3,1 bath,1.0,1.0,"[""Refrigerator"", ""Paid street parking off premises"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Stove"", ""Mini fridge"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Toaster"", ""Laundromat nearby"", ""Bed linens"", ""Body soap"", ""Pocket wifi"", ""Microwave"", ""Essentials"", ""Long term stays allowed"", ""Cleaning products"", ""Dining table"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Wine glasses"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Ethernet connection"", ""Coffee maker"", ""Hangers"", ""Clothing storage: closet"", ""Shower gel""]",314237238,Luc,2019-12-03,"Sint-Martens-Latem, Flanders, Belgium",11.0,485.27272727272725,551,551,1,Private,False,False,880,Belgium
1108,40628318,0.0,54.0,54.0,2.0,1125.0,Moderne studio.,51.21113,4.45178,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hot water"", ""Refrigerator"", ""Private entrance"", ""Fire extinguisher"", ""Elevator"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Coffee maker"", ""Cooking basics"", ""Hangers"", ""Dedicated workspace"", ""Microwave"", ""Wifi"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",314980707,Rik,2019-12-06,BE,39.0,572.7948717948718,294,294,1,Private,False,False,877,BE
1109,40628338,0.0,80.0,80.0,1.3333333333333333,1125.0,Rustic hidden gem apartment in the ❤️ of Antwerp,51.21621,4.39973,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Refrigerator"", ""Paid street parking off premises"", ""Kitchen"", ""Smoke alarm"", ""Hair dryer"", ""Mini fridge"", ""Oven"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Lockbox"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Bed linens"", ""Freezer"", ""Iron"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Essentials"", ""Long term stays allowed"", ""Bathtub"", ""Room-darkening shades"", ""First aid kit"", ""Wine glasses"", ""TV"", ""Heating"", ""Hot water"", ""Fire extinguisher"", ""Ethernet connection"", ""Coffee maker"", ""Clothing storage: closet and dresser"", ""Hangers"", ""Air conditioning"", ""Cleaning products""]",181058741,Maarten,2018-03-28,"Antwerp, Flanders, Belgium",21.0,187.7142857142857,603,603,1,Private,False,False,1495,Belgium
1110,40652467,0.0,3200.0,3200.0,4.0,1125.0,Antique building in centre of Antwerp,51.2081,4.41158,Entire villa,Entire home/apt,16,2 baths,9.0,12.0,"[""Hot water"", ""Long term stays allowed"", ""Kitchen"", ""Smoke alarm"", ""Shampoo"", ""Hair dryer"", ""Breakfast"", ""Iron"", ""Wifi"", ""TV"", ""Heating"", ""Essentials""]",223011600,Andrii,2018-10-28,BE,0.0,2739.1323529411766,151,151,2,Private,False,False,1281,BE
1111,40665796,0.0,120.0,120.0,3.0,28.0,Luxury panoramic apartment in center of Antwerp,51.22243,4.41747,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,"[""Hot water"", ""Refrigerator"", ""Private entrance"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Coffee maker"", ""First aid kit"", ""Wine glasses"", ""Bed linens"", ""Hangers"", ""Babysitter recommendations"", ""Iron"", ""Dedicated workspace"", ""Heating"", ""Dishes and silverware"", ""Essentials""]",253849957,Nadia,2019-04-07,"Sorrento, Campania, Italy",1.0,777.0,318,318,1,Private,False,False,1120,Italy
